count,date
124394,2017-10-30
119892,2017-10-31
116918,2017-11-01
105910,2017-11-02
96489,2017-11-03
65868,2017-11-04
68341,2017-11-05
100629,2017-11-06
101787,2017-11-07
103003,2017-11-08
98564,2017-11-09
93273,2017-11-10
67074,2017-11-11
65436,2017-11-12
93394,2017-11-13
99003,2017-11-14
93440,2017-11-15
92663,2017-11-16
88521,2017-11-17
59659,2017-11-18
60981,2017-11-19
90226,2017-11-20
95118,2017-11-21
89963,2017-11-22
79902,2017-11-23
72485,2017-11-24
53133,2017-11-25
57272,2017-11-26
89352,2017-11-27
87784,2017-11-28
91820,2017-11-29
89027,2017-11-30
85180,2017-12-01
54314,2017-12-02
59833,2017-12-03
85923,2017-12-04
86751,2017-12-05
83459,2017-12-06
82022,2017-12-07
75129,2017-12-08
55571,2017-12-09
51544,2017-12-10
82138,2017-12-11
82853,2017-12-12
82070,2017-12-13
82000,2017-12-14
77253,2017-12-15
48059,2017-12-16
50094,2017-12-17
76746,2017-12-18
79560,2017-12-19
78100,2017-12-20
73917,2017-12-21
63888,2017-12-22
51316,2017-12-23
39888,2017-12-24
39750,2017-12-25
50787,2017-12-26
58854,2017-12-27
64262,2017-12-28
60190,2017-12-29
46714,2017-12-30
41766,2017-12-31
